yo1,zo1,ir1,yo2,zo2,ir2,yo3,zo3,ir3,yo4,zo4,ir4,yo5,zo5,ir5,yo6,zo6,ir6,l_from_origin,thickness,l0,l1
5.75,0,7.5,2,12,5.5,1.25,12,5.5,-5.75,0,7.5,-2,-12,5.5,-1.25,-12,5.5,98.64,0.375,83,115
