phi,theta_a,theta_b,w_1a,w_1b,w_2a,w_2b,h,r_circ,l_from_origin,d,d_0,thickness
20,33.5,9.5,6.14,4.11,8.87,14.87,35,5.125,114.25,23.75,20,0.5
